region,date,buoy_ids,n_buoys
region-33_2-81_641-39_585-82_6,2016-10-28,300234062428050.0,1
region-33_2-81_641-39_585-82_6,2016-10-29,300234062428050.0,1
region-33_2-81_641-39_585-82_6,2016-10-30,300234062428050.0,1
region-33_2-81_641-39_585-82_6,2018-10-30,300234065745780.0,1
region-33_2-81_641-39_585-82_6,2018-10-31,300234065745780.0,1
region-33_2-81_641-39_585-82_6,2018-11-01,300234065745780.0,1
region-33_2-81_641-39_585-82_6,2018-11-02,300234065745780.0,1
region-33_2-81_641-39_585-82_6,2018-11-03,300234065745780.0,1
region-33_2-81_641-39_585-82_6,2019-04-06,52988.0,1
region-33_2-81_641-39_585-82_6,2019-05-02,52959.0,1
region-33_2-81_641-39_585-82_6,2019-05-03,52959.0,1
region-33_2-81_641-39_585-82_6,2019-05-04,52959.0,1
region-33_2-81_641-39_585-82_6,2019-05-05,52959.0,1
region-33_2-81_641-39_585-82_6,2019-05-06,52959.0,1
region-33_2-81_641-39_585-82_6,2019-05-07,52959.0,1
region-33_2-81_641-39_585-82_6,2019-05-08,52959.0,1
region-33_2-81_641-39_585-82_6,2019-05-09,52959.0,1
region-33_2-81_641-39_585-82_6,2019-06-15,300234065802030.0,1
region-33_2-81_641-39_585-82_6,2019-06-16,300234065802030.0,1
region-33_2-81_641-39_585-82_6,2019-06-17,300234065802030.0,1
region-33_2-81_641-39_585-82_6,2019-06-18,300234065802030.0,1
region-33_2-81_641-39_585-82_6,2019-06-19,300234065802030.0,1
region-33_2-81_641-39_585-82_6,2019-06-20,300234065802030.0,1
region-33_2-81_641-39_585-82_6,2019-06-21,300234065802030.0,1
region-33_2-81_641-39_585-82_6,2019-06-22,300234065802030.0,1
region-33_2-81_641-39_585-82_6,2019-06-23,300234065802030.0,1
region-33_2-81_641-39_585-82_6,2019-07-29,300234065801030.0,1
region-33_2-81_641-39_585-82_6,2019-07-30,300234065801030.0,1
region-33_2-81_641-39_585-82_6,2019-08-02,300234065801030.0,1
region-33_2-81_641-39_585-82_6,2019-08-03,300234065801030.0,1
region-33_2-81_641-39_585-82_6,2019-08-10,300234065801030.0,1
region-33_2-81_641-39_585-82_6,2019-10-27,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2019-10-29,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2019-10-30,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2019-10-31,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2019-11-01,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2019-11-02,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2019-11-24,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2019-11-25,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2019-11-26,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2019-11-27,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2019-11-29,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2019-11-30,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2019-12-01,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2019-12-02,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2019-12-03,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2019-12-04,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2019-12-05,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2020-11-01,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2020-11-02,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2020-11-03,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2020-11-04,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2020-11-05,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2020-11-06,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2020-11-07,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2020-11-08,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2020-11-09,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2020-11-10,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2020-11-11,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2020-11-12,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2020-11-13,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2020-11-14,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2020-11-15,"300234066412790.0,300534060319790.0",2
region-33_2-81_641-39_585-82_6,2020-11-16,"300234066412790.0,300534060319790.0",2
region-33_2-81_641-39_585-82_6,2020-11-17,"300234066412790.0,300534060319790.0",2
region-33_2-81_641-39_585-82_6,2021-01-23,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2021-01-26,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2021-01-27,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2021-01-28,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2021-01-29,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2021-01-30,300534060319790.0,1
region-33_2-81_641-39_585-82_6,2021-01-31,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2016-11-11,300234062428050.0,1
region-38_38-81_728-45_44-82_6,2018-11-04,300234065745780.0,1
region-38_38-81_728-45_44-82_6,2018-11-05,300234065745780.0,1
region-38_38-81_728-45_44-82_6,2018-11-06,300234065745780.0,1
region-38_38-81_728-45_44-82_6,2018-11-07,300234065745780.0,1
region-38_38-81_728-45_44-82_6,2018-11-08,300234065745780.0,1
region-38_38-81_728-45_44-82_6,2018-11-09,300234065745780.0,1
region-38_38-81_728-45_44-82_6,2018-11-30,300234065745780.0,1
region-38_38-81_728-45_44-82_6,2018-12-01,300234065745780.0,1
region-38_38-81_728-45_44-82_6,2018-12-02,300234065745780.0,1
region-38_38-81_728-45_44-82_6,2018-12-12,300234065745780.0,1
region-38_38-81_728-45_44-82_6,2018-12-13,300234065745780.0,1
region-38_38-81_728-45_44-82_6,2018-12-14,300234065745780.0,1
region-38_38-81_728-45_44-82_6,2018-12-17,300234065745780.0,1
region-38_38-81_728-45_44-82_6,2018-12-18,300234065745780.0,1
region-38_38-81_728-45_44-82_6,2018-12-19,300234065745780.0,1
region-38_38-81_728-45_44-82_6,2019-04-01,52988.0,1
region-38_38-81_728-45_44-82_6,2019-04-28,52985.0,1
region-38_38-81_728-45_44-82_6,2019-04-29,52985.0,1
region-38_38-81_728-45_44-82_6,2019-04-30,52985.0,1
region-38_38-81_728-45_44-82_6,2019-05-01,52985.0,1
region-38_38-81_728-45_44-82_6,2019-05-02,52985.0,1
region-38_38-81_728-45_44-82_6,2019-07-31,300234065801030.0,1
region-38_38-81_728-45_44-82_6,2019-08-01,300234065801030.0,1
region-38_38-81_728-45_44-82_6,2019-08-02,300234065801030.0,1
region-38_38-81_728-45_44-82_6,2019-08-03,300234065801030.0,1
region-38_38-81_728-45_44-82_6,2019-08-04,300234065801030.0,1
region-38_38-81_728-45_44-82_6,2019-08-05,300234065801030.0,1
region-38_38-81_728-45_44-82_6,2019-08-06,300234065801030.0,1
region-38_38-81_728-45_44-82_6,2019-08-07,300234065801030.0,1
region-38_38-81_728-45_44-82_6,2019-08-08,300234065801030.0,1
region-38_38-81_728-45_44-82_6,2019-08-09,300234065801030.0,1
region-38_38-81_728-45_44-82_6,2019-08-10,300234065801030.0,1
region-38_38-81_728-45_44-82_6,2020-03-20,300234065762310.0,1
region-38_38-81_728-45_44-82_6,2020-11-17,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2020-11-18,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2020-11-20,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2020-11-21,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2020-11-22,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2020-11-23,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2020-11-24,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2020-11-25,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2020-11-26,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2020-11-27,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2020-11-28,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2020-11-29,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2020-11-30,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2020-12-01,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2020-12-02,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2020-12-03,300534060319790.0,1
region-38_38-81_728-45_44-82_6,2021-01-14,300234066532050.0,1
region-38_38-82_95-46_0-83_913,2014-10-05,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-10-06,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-10-08,300234011247800.0,1
region-38_38-82_95-46_0-83_913,2014-10-18,300234011247800.0,1
region-38_38-82_95-46_0-83_913,2014-10-25,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-10-26,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-10-27,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-10-28,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-10-29,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-10-30,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-10-31,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-11-01,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-11-02,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-11-03,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-11-04,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-11-06,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-11-07,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-11-08,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-11-09,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-12-01,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-12-02,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-12-03,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-12-04,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-12-05,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-12-06,300234061369400.0,1
region-38_38-82_95-46_0-83_913,2014-12-08,"300234011247800.0,90074.0",2
region-38_38-82_95-46_0-83_913,2014-12-20,90075.0,1
region-38_38-82_95-46_0-83_913,2014-12-21,90075.0,1
region-38_38-82_95-46_0-83_913,2014-12-22,90075.0,1
region-38_38-82_95-46_0-83_913,2014-12-23,90075.0,1
region-38_38-82_95-46_0-83_913,2014-12-24,90075.0,1
region-38_38-82_95-46_0-83_913,2014-12-25,90075.0,1
region-38_38-82_95-46_0-83_913,2014-12-26,90075.0,1
region-38_38-82_95-46_0-83_913,2014-12-27,90075.0,1
region-38_38-82_95-46_0-83_913,2014-12-28,90075.0,1
region-38_38-82_95-46_0-83_913,2014-12-29,90075.0,1
region-38_38-82_95-46_0-83_913,2014-12-30,90075.0,1
region-38_38-82_95-46_0-83_913,2016-11-14,300234062428050.0,1
region-38_38-82_95-46_0-83_913,2016-11-15,300234062428050.0,1
region-38_38-82_95-46_0-83_913,2016-11-16,300234062428050.0,1
region-38_38-82_95-46_0-83_913,2016-11-17,300234062428050.0,1
region-38_38-82_95-46_0-83_913,2016-11-25,300234062428050.0,1
region-38_38-82_95-46_0-83_913,2016-11-26,300234062428050.0,1
region-38_38-82_95-46_0-83_913,2016-11-27,300234062428050.0,1
region-38_38-82_95-46_0-83_913,2016-11-28,300234062428050.0,1
region-38_38-82_95-46_0-83_913,2016-11-29,300234062428050.0,1
region-38_38-82_95-46_0-83_913,2016-12-03,300234062428050.0,1
region-38_38-82_95-46_0-83_913,2016-12-04,300234062428050.0,1
region-38_38-82_95-46_0-83_913,2016-12-05,300234062428050.0,1
region-38_38-82_95-46_0-83_913,2016-12-18,300234062428050.0,1
region-38_38-82_95-46_0-83_913,2016-12-19,300234062428050.0,1
region-38_38-82_95-46_0-83_913,2016-12-20,300234062428050.0,1
region-38_38-82_95-46_0-83_913,2019-04-03,52959.0,1
region-38_38-82_95-46_0-83_913,2019-04-04,52959.0,1
region-38_38-82_95-46_0-83_913,2019-04-05,52959.0,1
region-38_38-82_95-46_0-83_913,2019-04-06,52959.0,1
region-38_38-82_95-46_0-83_913,2019-04-07,52959.0,1
region-38_38-82_95-46_0-83_913,2019-04-08,52959.0,1
region-38_38-82_95-46_0-83_913,2019-04-09,52959.0,1
region-38_38-82_95-46_0-83_913,2019-04-10,52959.0,1
region-38_38-82_95-46_0-83_913,2019-04-11,52959.0,1
region-38_38-82_95-46_0-83_913,2019-04-12,52959.0,1
region-38_38-82_95-46_0-83_913,2019-04-13,52959.0,1
region-38_38-82_95-46_0-83_913,2019-04-14,52959.0,1
region-38_38-82_95-46_0-83_913,2019-04-15,52959.0,1
region-38_38-82_95-46_0-83_913,2019-04-16,52959.0,1
region-38_38-82_95-46_0-83_913,2019-04-17,52959.0,1
region-38_38-82_95-46_0-83_913,2019-04-18,52959.0,1
region-38_38-82_95-46_0-83_913,2019-04-19,52959.0,1
region-38_38-82_95-46_0-83_913,2019-05-23,300234065802030.0,1
region-38_38-82_95-46_0-83_913,2019-05-24,300234065802030.0,1
region-38_38-82_95-46_0-83_913,2019-05-25,300234065802030.0,1
region-38_38-82_95-46_0-83_913,2019-05-26,300234065802030.0,1
region-38_38-82_95-46_0-83_913,2019-05-27,300234065802030.0,1
region-38_38-82_95-46_0-83_913,2019-05-28,300234065802030.0,1
region-38_38-82_95-46_0-83_913,2019-05-29,300234065802030.0,1
region-38_38-82_95-46_0-83_913,2019-05-30,300234065802030.0,1
region-38_38-82_95-46_0-83_913,2019-05-31,300234065802030.0,1
region-38_38-82_95-46_0-83_913,2020-03-19,300234065762310.0,1
region-38_38-82_95-46_0-83_913,2020-03-20,300234065762310.0,1
region-38_38-82_95-46_0-83_913,2020-06-25,300234068312200.0,1
region-38_38-82_95-46_0-83_913,2021-11-25,300534061341560.0,1
region-38_38-82_95-46_0-83_913,2021-11-26,300534061341560.0,1
region-38_38-82_95-46_0-83_913,2021-11-27,300534061341560.0,1
region-38_65-82_33-45_61-83_293,2014-10-03,300234061369400.0,1
region-38_65-82_33-45_61-83_293,2014-10-04,300234061369400.0,1
region-38_65-82_33-45_61-83_293,2014-10-05,300234061369400.0,1
region-38_65-82_33-45_61-83_293,2014-11-26,300234061369400.0,1
region-38_65-82_33-45_61-83_293,2014-11-27,300234061369400.0,1
region-38_65-82_33-45_61-83_293,2014-11-28,300234061369400.0,1
region-38_65-82_33-45_61-83_293,2014-11-29,300234061369400.0,1
region-38_65-82_33-45_61-83_293,2014-11-30,300234061369400.0,1
region-38_65-82_33-45_61-83_293,2014-12-01,300234061369400.0,1
region-38_65-82_33-45_61-83_293,2016-11-10,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2016-11-11,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2016-11-12,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2016-11-13,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2016-11-14,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2016-12-05,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2016-12-06,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2016-12-07,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2016-12-08,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2016-12-09,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2016-12-10,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2016-12-11,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2016-12-14,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2016-12-15,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2016-12-16,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2016-12-17,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2016-12-18,300234062428050.0,1
region-38_65-82_33-45_61-83_293,2018-12-02,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-03,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-04,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-05,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-06,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-07,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-08,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-09,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-10,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-11,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-12,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-14,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-15,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-16,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-17,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-19,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-20,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2018-12-21,300234065745780.0,1
region-38_65-82_33-45_61-83_293,2019-04-21,52985.0,1
region-38_65-82_33-45_61-83_293,2019-04-22,52985.0,1
region-38_65-82_33-45_61-83_293,2019-04-23,52985.0,1
region-38_65-82_33-45_61-83_293,2019-04-24,52985.0,1
region-38_65-82_33-45_61-83_293,2019-06-24,300234065801030.0,1
region-38_65-82_33-45_61-83_293,2019-06-25,300234065801030.0,1
region-38_65-82_33-45_61-83_293,2019-06-26,300234065801030.0,1
region-38_65-82_33-45_61-83_293,2019-06-27,300234065801030.0,1
region-38_65-82_33-45_61-83_293,2019-06-28,300234065801030.0,1
region-38_65-82_33-45_61-83_293,2019-06-29,300234065801030.0,1
region-38_65-82_33-45_61-83_293,2019-06-30,300234065801030.0,1
region-38_65-82_33-45_61-83_293,2019-07-01,300234065801030.0,1
region-38_65-82_33-45_61-83_293,2019-07-24,300234065801030.0,1
region-38_65-82_33-45_61-83_293,2019-07-25,300234065801030.0,1
region-38_65-82_33-45_61-83_293,2019-07-26,300234065801030.0,1
region-38_65-82_33-45_61-83_293,2019-07-27,300234065801030.0,1
region-38_65-82_33-45_61-83_293,2019-07-30,300234065801030.0,1
region-38_65-82_33-45_61-83_293,2019-07-31,300234065801030.0,1
region-38_65-82_33-45_61-83_293,2020-03-20,300234065762310.0,1
