region,date,buoy_ids,n_buoys
region-27_0-82_951-35_52-83_8,2017-10-15,"300234062836680.0,90095.0",2
region-27_0-82_951-35_52-83_8,2019-04-23,52980.0,1
region-27_0-82_951-35_52-83_8,2019-04-24,52980.0,1
region-27_0-82_951-35_52-83_8,2019-04-25,52980.0,1
region-27_0-82_951-35_52-83_8,2019-04-26,52980.0,1
region-27_0-82_951-35_52-83_8,2019-04-27,52980.0,1
region-27_0-82_951-35_52-83_8,2019-04-28,52980.0,1
region-27_0-82_951-35_52-83_8,2019-04-29,52980.0,1
region-27_0-82_951-35_52-83_8,2019-04-30,52980.0,1
region-27_0-82_951-35_52-83_8,2019-05-01,52980.0,1
region-27_0-82_951-35_52-83_8,2020-04-30,300234068316210.0,1
region-27_0-82_951-35_52-83_8,2020-05-01,300234068316210.0,1
region-27_0-82_951-35_52-83_8,2020-05-02,300234068316210.0,1
region-27_0-82_951-35_52-83_8,2020-05-03,300234068316210.0,1
region-27_0-82_951-35_52-83_8,2020-05-04,300234068316210.0,1
region-27_0-82_951-35_52-83_8,2020-05-05,300234068316210.0,1
region-27_0-82_951-35_52-83_8,2020-05-06,300234068316210.0,1
region-27_2-82_348-35_0-83_2,2014-10-03,300234011246740.0,1
region-27_2-82_348-35_0-83_2,2014-10-04,300234011246740.0,1
region-27_2-82_348-35_0-83_2,2014-10-05,300234011246740.0,1
region-27_2-82_348-35_0-83_2,2014-10-06,300234011246740.0,1
region-27_2-82_348-35_0-83_2,2014-10-07,300234011246740.0,1
region-27_2-82_348-35_0-83_2,2014-10-08,300234011246740.0,1
region-27_2-82_348-35_0-83_2,2014-10-09,300234011246740.0,1
region-27_2-82_348-35_0-83_2,2014-10-10,300234011246740.0,1
region-27_2-82_348-35_0-83_2,2014-10-11,300234011246740.0,1
region-27_2-82_348-35_0-83_2,2014-10-12,300234011246740.0,1
region-27_2-82_348-35_0-83_2,2014-10-13,300234011246740.0,1
region-27_2-82_348-35_0-83_2,2014-12-19,300234061369400.0,1
region-27_2-82_348-35_0-83_2,2014-12-20,300234061369400.0,1
region-27_2-82_348-35_0-83_2,2014-12-21,300234061369400.0,1
region-27_2-82_348-35_0-83_2,2015-03-18,90075.0,1
region-27_2-82_348-35_0-83_2,2015-03-19,90075.0,1
region-27_2-82_348-35_0-83_2,2015-03-20,90075.0,1
region-27_2-82_348-35_0-83_2,2015-03-21,90075.0,1
region-27_2-82_348-35_0-83_2,2015-05-03,300234060176700.0,1
region-27_2-82_348-35_0-83_2,2015-05-04,300234060176700.0,1
region-27_2-82_348-35_0-83_2,2015-05-05,300234060176700.0,1
region-27_2-82_348-35_0-83_2,2015-05-06,300234060176700.0,1
region-27_2-82_348-35_0-83_2,2015-05-07,300234060176700.0,1
region-27_2-82_348-35_0-83_2,2015-05-19,300234060176700.0,1
region-27_2-82_348-35_0-83_2,2015-05-20,300234060176700.0,1
region-27_2-82_348-35_0-83_2,2015-05-21,300234060176700.0,1
region-27_2-82_348-35_0-83_2,2016-09-12,300234062788480.0,1
region-27_2-82_348-35_0-83_2,2016-11-01,300234062428050.0,1
region-27_2-82_348-35_0-83_2,2016-11-02,300234062428050.0,1
region-27_2-82_348-35_0-83_2,2016-11-03,300234062428050.0,1
region-27_2-82_348-35_0-83_2,2016-11-05,300234062428050.0,1
region-27_2-82_348-35_0-83_2,2016-11-06,300234062428050.0,1
region-27_2-82_348-35_0-83_2,2017-10-01,300234061398600.0,1
region-27_2-82_348-35_0-83_2,2017-10-02,300234061398600.0,1
region-27_2-82_348-35_0-83_2,2017-10-03,300234061398600.0,1
region-27_2-82_348-35_0-83_2,2017-10-04,300234061398600.0,1
region-27_2-82_348-35_0-83_2,2019-05-01,52980.0,1
region-27_2-82_348-35_0-83_2,2019-05-02,52980.0,1
region-27_2-82_348-35_0-83_2,2019-05-03,52980.0,1
region-27_2-82_348-35_0-83_2,2019-11-18,300234065800040.0,1
region-27_2-82_348-35_0-83_2,2019-11-20,300234065800040.0,1
region-27_2-82_348-35_0-83_2,2019-11-21,300234065800040.0,1
region-27_2-82_348-35_0-83_2,2020-06-26,52960.0,1
region-27_2-82_348-35_0-83_2,2020-06-27,529600000000000.0,1
region-27_2-82_348-35_0-83_2,2021-02-03,300534060319790.0,1
region-27_2-82_348-35_0-83_2,2021-02-04,300534060319790.0,1
region-27_2-82_348-35_0-83_2,2021-02-05,300534060319790.0,1
region-27_2-82_348-35_0-83_2,2021-02-06,300534060319790.0,1
region-27_2-82_348-35_0-83_2,2021-02-07,300534060319790.0,1
region-27_2-82_348-35_0-83_2,2021-02-22,300534060319790.0,1
region-27_2-82_348-35_0-83_2,2021-02-23,300534060319790.0,1
region-27_2-82_348-35_0-83_2,2021-02-24,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2014-10-13,300234011246740.0,1
region-27_765-81_753-35_0-82_6,2014-10-14,300234011246740.0,1
region-27_765-81_753-35_0-82_6,2016-09-12,300234062788480.0,1
region-27_765-81_753-35_0-82_6,2016-10-30,300234062428050.0,1
region-27_765-81_753-35_0-82_6,2016-10-31,300234062428050.0,1
region-27_765-81_753-35_0-82_6,2016-11-01,300234062428050.0,1
region-27_765-81_753-35_0-82_6,2019-05-09,52959.0,1
region-27_765-81_753-35_0-82_6,2019-05-10,52959.0,1
region-27_765-81_753-35_0-82_6,2019-05-11,52959.0,1
region-27_765-81_753-35_0-82_6,2019-05-12,52959.0,1
region-27_765-81_753-35_0-82_6,2019-05-13,52959.0,1
region-27_765-81_753-35_0-82_6,2019-05-14,52959.0,1
region-27_765-81_753-35_0-82_6,2019-05-15,52959.0,1
region-27_765-81_753-35_0-82_6,2019-05-16,52959.0,1
region-27_765-81_753-35_0-82_6,2019-05-17,52959.0,1
region-27_765-81_753-35_0-82_6,2019-05-18,52959.0,1
region-27_765-81_753-35_0-82_6,2019-05-19,52959.0,1
region-27_765-81_753-35_0-82_6,2019-05-20,52959.0,1
region-27_765-81_753-35_0-82_6,2019-05-21,52959.0,1
region-27_765-81_753-35_0-82_6,2019-05-22,52959.0,1
region-27_765-81_753-35_0-82_6,2019-11-05,300234065800040.0,1
region-27_765-81_753-35_0-82_6,2019-11-10,300234065800040.0,1
region-27_765-81_753-35_0-82_6,2019-11-11,300234065800040.0,1
region-27_765-81_753-35_0-82_6,2019-11-12,300234065800040.0,1
region-27_765-81_753-35_0-82_6,2019-11-14,300234065800040.0,1
region-27_765-81_753-35_0-82_6,2019-11-15,300234065800040.0,1
region-27_765-81_753-35_0-82_6,2019-11-18,300234065800040.0,1
region-27_765-81_753-35_0-82_6,2019-12-08,300234065800040.0,1
region-27_765-81_753-35_0-82_6,2019-12-09,300234065800040.0,1
region-27_765-81_753-35_0-82_6,2019-12-10,300234065800040.0,1
region-27_765-81_753-35_0-82_6,2019-12-12,300234065800040.0,1
region-27_765-81_753-35_0-82_6,2019-12-13,300234065800040.0,1
region-27_765-81_753-35_0-82_6,2020-10-24,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2020-10-25,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2020-10-26,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2020-10-27,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2020-10-28,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2020-10-29,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2020-10-30,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2020-10-31,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2020-11-01,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2020-11-09,300234066412790.0,1
region-27_765-81_753-35_0-82_6,2020-11-15,300234066412790.0,1
region-27_765-81_753-35_0-82_6,2021-01-31,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2021-02-01,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2021-02-02,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2021-02-03,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2021-02-17,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2021-02-18,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2021-02-20,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2021-02-21,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2021-02-22,300534060319790.0,1
region-27_765-81_753-35_0-82_6,2021-06-03,300234068816640.0,1
region-27_765-81_753-35_0-82_6,2021-06-04,300234068816640.0,1
region-27_765-81_753-35_0-82_6,2021-06-05,300234068816640.0,1
region-27_765-81_753-35_0-82_6,2021-06-06,300234068816640.0,1
region-33_0-82_95-40_715-83_903,2014-10-07,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-10-08,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-10-09,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-10-10,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-10-20,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-10-21,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-10-22,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-10-23,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-10-24,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-10-25,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-11-04,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-11-05,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-11-06,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-11-09,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-11-10,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-11-11,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-12-06,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-12-07,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-12-08,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-12-09,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-12-10,300234061369400.0,1
region-33_0-82_95-40_715-83_903,2014-12-22,"300234011247800.0,90074.0",2
region-33_0-82_95-40_715-83_903,2015-01-01,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-02,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-03,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-04,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-05,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-06,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-07,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-08,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-09,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-10,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-11,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-12,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-13,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-14,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-15,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-16,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-17,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-18,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-19,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-20,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-21,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-22,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-23,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-24,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-25,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-26,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-27,90075.0,1
region-33_0-82_95-40_715-83_903,2015-01-28,90075.0,1
region-33_0-82_95-40_715-83_903,2015-02-04,90075.0,1
region-33_0-82_95-40_715-83_903,2015-02-05,90075.0,1
region-33_0-82_95-40_715-83_903,2015-02-11,90075.0,1
region-33_0-82_95-40_715-83_903,2015-02-12,90075.0,1
region-33_0-82_95-40_715-83_903,2015-02-13,90075.0,1
region-33_0-82_95-40_715-83_903,2015-02-14,90075.0,1
region-33_0-82_95-40_715-83_903,2015-02-15,90075.0,1
region-33_0-82_95-40_715-83_903,2015-02-16,90075.0,1
region-33_0-82_95-40_715-83_903,2015-02-17,90075.0,1
region-33_0-82_95-40_715-83_903,2016-09-13,300234062788480.0,1
region-33_0-82_95-40_715-83_903,2016-11-30,300234062428050.0,1
region-33_0-82_95-40_715-83_903,2016-12-01,300234062428050.0,1
region-33_0-82_95-40_715-83_903,2016-12-02,300234062428050.0,1
region-33_0-82_95-40_715-83_903,2016-12-03,300234062428050.0,1
region-33_0-82_95-40_715-83_903,2017-09-30,90095.0,1
region-33_0-82_95-40_715-83_903,2017-10-01,90095.0,1
region-33_0-82_95-40_715-83_903,2017-10-04,"300234062836680.0,90095.0",2
region-33_0-82_95-40_715-83_903,2017-10-05,"300234062836680.0,90095.0",2
region-33_0-82_95-40_715-83_903,2017-10-06,"300234062836680.0,90095.0",2
region-33_0-82_95-40_715-83_903,2017-10-07,"300234062836680.0,90095.0",2
region-33_0-82_95-40_715-83_903,2017-10-08,300234062836680.0,1
region-33_0-82_95-40_715-83_903,2017-10-09,"300234062836680.0,90095.0",2
region-33_0-82_95-40_715-83_903,2017-10-10,300234062836680.0,1
region-33_0-82_95-40_715-83_903,2017-10-15,300234062836680.0,1
region-33_0-82_95-40_715-83_903,2019-04-11,52980.0,1
region-33_0-82_95-40_715-83_903,2019-04-12,52980.0,1
region-33_0-82_95-40_715-83_903,2019-04-13,52980.0,1
region-33_0-82_95-40_715-83_903,2019-04-19,52959.0,1
region-33_0-82_95-40_715-83_903,2019-04-20,52959.0,1
region-33_0-82_95-40_715-83_903,2019-04-21,52959.0,1
region-33_0-82_95-40_715-83_903,2019-04-22,52959.0,1
region-33_0-82_95-40_715-83_903,2019-04-23,52959.0,1
region-33_0-82_95-40_715-83_903,2019-04-24,52959.0,1
region-33_0-82_95-40_715-83_903,2019-04-25,52959.0,1
region-33_0-82_95-40_715-83_903,2019-04-26,52959.0,1
region-33_0-82_95-40_715-83_903,2019-05-31,300234065802030.0,1
region-33_0-82_95-40_715-83_903,2019-06-01,300234065802030.0,1
region-33_0-82_95-40_715-83_903,2019-06-02,300234065802030.0,1
region-33_0-82_95-40_715-83_903,2019-06-03,300234065802030.0,1
region-33_0-82_95-40_715-83_903,2019-06-04,300234065802030.0,1
region-33_0-82_95-40_715-83_903,2019-06-05,300234065802030.0,1
region-33_0-82_95-40_715-83_903,2019-06-06,300234065802030.0,1
region-33_0-82_95-40_715-83_903,2019-06-07,300234065802030.0,1
region-33_0-82_95-40_715-83_903,2019-06-08,300234065802030.0,1
region-33_0-82_95-40_715-83_903,2019-06-09,300234065802030.0,1
region-33_0-82_95-40_715-83_903,2019-06-10,300234065802030.0,1
region-33_0-82_95-40_715-83_903,2020-06-19,300234068312200.0,1
region-33_0-82_95-40_715-83_903,2020-06-20,300234068312200.0,1
region-33_0-82_95-40_715-83_903,2020-06-21,300234068312200.0,1
region-33_0-82_95-40_715-83_903,2020-06-22,300234068312200.0,1
region-33_0-82_95-40_715-83_903,2020-06-23,300234068312200.0,1
region-33_0-82_95-40_715-83_903,2020-06-24,300234068312200.0,1
region-33_0-82_95-40_715-83_903,2020-06-29,300234068312200.0,1
region-33_0-82_95-40_715-83_903,2020-06-30,300234068312200.0,1
region-33_0-82_95-40_715-83_903,2020-07-01,300234068312200.0,1
region-33_0-82_95-40_715-83_903,2020-07-02,300234068312200.0,1
region-33_0-82_95-40_715-83_903,2020-07-03,300234068312200.0,1
region-33_0-82_95-40_715-83_903,2021-05-21,174646.0,1
region-33_0-82_95-40_715-83_903,2021-05-22,174646.0,1
region-33_0-82_95-40_715-83_903,2021-05-23,174646.0,1
region-33_0-82_95-40_715-83_903,2021-11-30,300534061341560.0,1
region-33_0-82_95-40_715-83_903,2021-12-08,300534061341560.0,1
region-33_0-82_95-40_715-83_903,2021-12-09,300534061341560.0,1
region-33_07-82_34-40_1-83_297,2014-10-10,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-10-11,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-10-12,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-10-13,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-10-14,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-10-15,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-10-16,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-10-17,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-10-18,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-10-19,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-10-20,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-11-11,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-11-12,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-11-13,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-11-14,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-11-15,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-11-16,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-11-17,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-11-18,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-11-19,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-11-20,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-11-21,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-11-22,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-11-23,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-11-24,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-11-25,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2014-11-26,300234061369400.0,1
region-33_07-82_34-40_1-83_297,2016-11-06,300234062428050.0,1
region-33_07-82_34-40_1-83_297,2016-11-07,300234062428050.0,1
region-33_07-82_34-40_1-83_297,2016-11-08,300234062428050.0,1
region-33_07-82_34-40_1-83_297,2016-11-09,300234062428050.0,1
region-33_07-82_34-40_1-83_297,2016-11-10,300234062428050.0,1
region-33_07-82_34-40_1-83_297,2016-12-10,300234062428050.0,1
region-33_07-82_34-40_1-83_297,2016-12-11,300234062428050.0,1
region-33_07-82_34-40_1-83_297,2016-12-12,300234062428050.0,1
region-33_07-82_34-40_1-83_297,2016-12-13,300234062428050.0,1
region-33_07-82_34-40_1-83_297,2016-12-14,300234062428050.0,1
region-33_07-82_34-40_1-83_297,2016-12-16,300234062428050.0,1
region-33_07-82_34-40_1-83_297,2016-12-17,300234062428050.0,1
region-33_07-82_34-40_1-83_297,2019-04-26,52959.0,1
region-33_07-82_34-40_1-83_297,2019-04-27,52959.0,1
region-33_07-82_34-40_1-83_297,2019-04-28,52959.0,1
region-33_07-82_34-40_1-83_297,2019-04-29,52959.0,1
region-33_07-82_34-40_1-83_297,2019-04-30,52959.0,1
region-33_07-82_34-40_1-83_297,2019-05-01,52959.0,1
region-33_07-82_34-40_1-83_297,2019-05-02,52959.0,1
region-33_07-82_34-40_1-83_297,2019-06-10,300234065802030.0,1
region-33_07-82_34-40_1-83_297,2019-06-11,300234065802030.0,1
region-33_07-82_34-40_1-83_297,2019-06-12,300234065802030.0,1
region-33_07-82_34-40_1-83_297,2019-06-13,300234065802030.0,1
region-33_07-82_34-40_1-83_297,2019-06-14,300234065802030.0,1
region-33_07-82_34-40_1-83_297,2019-06-15,300234065802030.0,1
region-33_07-82_34-40_1-83_297,2019-07-02,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-03,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-04,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-05,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-06,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-07,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-08,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-09,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-10,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-11,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-12,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-13,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-14,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-15,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-16,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-17,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-18,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-19,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-20,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-21,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-22,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-23,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-24,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-25,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-26,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-27,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-28,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-29,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-07-30,300234065801030.0,1
region-33_07-82_34-40_1-83_297,2019-10-20,300234065800040.0,1
region-33_07-82_34-40_1-83_297,2019-10-24,300234065800040.0,1
region-33_07-82_34-40_1-83_297,2019-10-26,300234065800040.0,1
region-33_07-82_34-40_1-83_297,2019-11-23,300234065800040.0,1
region-33_2-81_641-39_585-82_6,2016-10-25,300234062428050.0,1
region-33_2-81_641-39_585-82_6,2016-10-26,300234062428050.0,1
region-33_2-81_641-39_585-82_6,2016-10-27,300234062428050.0,1
