tiff_path,region,date,buoy_ids,n_buoys
region-27_0-82_951-35_52-83_8/2015/03/07/20150307T0808.tiff,region-27_0-82_951-35_52-83_8,2015-03-07,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/07/20150307T1301.tiff,region-27_0-82_951-35_52-83_8,2015-03-07,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/08/20150308T1342.tiff,region-27_0-82_951-35_52-83_8,2015-03-08,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/08/20150308T0711.tiff,region-27_0-82_951-35_52-83_8,2015-03-08,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/09/20150309T1423.tiff,region-27_0-82_951-35_52-83_8,2015-03-09,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/09/20150309T0751.tiff,region-27_0-82_951-35_52-83_8,2015-03-09,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/10/20150310T1326.tiff,region-27_0-82_951-35_52-83_8,2015-03-10,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/10/20150310T0832.tiff,region-27_0-82_951-35_52-83_8,2015-03-10,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/11/20150311T0735.tiff,region-27_0-82_951-35_52-83_8,2015-03-11,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/11/20150311T1407.tiff,region-27_0-82_951-35_52-83_8,2015-03-11,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/12/20150312T0637.tiff,region-27_0-82_951-35_52-83_8,2015-03-12,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/12/20150312T1309.tiff,region-27_0-82_951-35_52-83_8,2015-03-12,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/13/20150313T0719.tiff,region-27_0-82_951-35_52-83_8,2015-03-13,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/13/20150313T1350.tiff,region-27_0-82_951-35_52-83_8,2015-03-13,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/14/20150314T0759.tiff,region-27_0-82_951-35_52-83_8,2015-03-14,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/14/20150314T1431.tiff,region-27_0-82_951-35_52-83_8,2015-03-14,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/15/20150315T0702.tiff,region-27_0-82_951-35_52-83_8,2015-03-15,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/15/20150315T1334.tiff,region-27_0-82_951-35_52-83_8,2015-03-15,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/16/20150316T0605.tiff,region-27_0-82_951-35_52-83_8,2015-03-16,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/17/20150317T0824.tiff,region-27_0-82_951-35_52-83_8,2015-03-17,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/17/20150317T1318.tiff,region-27_0-82_951-35_52-83_8,2015-03-17,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/18/20150318T1359.tiff,region-27_0-82_951-35_52-83_8,2015-03-18,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/18/20150318T0727.tiff,region-27_0-82_951-35_52-83_8,2015-03-18,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/21/20150321T0751.tiff,region-27_0-82_951-35_52-83_8,2015-03-21,90075.0,1
region-27_0-82_951-35_52-83_8/2015/03/21/20150321T1245.tiff,region-27_0-82_951-35_52-83_8,2015-03-21,90075.0,1
region-27_0-82_951-35_52-83_8/2015/04/25/20150425T0711.tiff,region-27_0-82_951-35_52-83_8,2015-04-25,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/04/25/20150425T1342.tiff,region-27_0-82_951-35_52-83_8,2015-04-25,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/04/26/20150426T0751.tiff,region-27_0-82_951-35_52-83_8,2015-04-26,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/04/26/20150426T1423.tiff,region-27_0-82_951-35_52-83_8,2015-04-26,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/04/27/20150427T1326.tiff,region-27_0-82_951-35_52-83_8,2015-04-27,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/04/27/20150427T0832.tiff,region-27_0-82_951-35_52-83_8,2015-04-27,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/04/28/20150428T0735.tiff,region-27_0-82_951-35_52-83_8,2015-04-28,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/04/28/20150428T1228.tiff,region-27_0-82_951-35_52-83_8,2015-04-28,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/04/29/20150429T0637.tiff,region-27_0-82_951-35_52-83_8,2015-04-29,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/04/29/20150429T1310.tiff,region-27_0-82_951-35_52-83_8,2015-04-29,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/04/30/20150430T0719.tiff,region-27_0-82_951-35_52-83_8,2015-04-30,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/04/30/20150430T1350.tiff,region-27_0-82_951-35_52-83_8,2015-04-30,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/05/01/20150501T0758.tiff,region-27_0-82_951-35_52-83_8,2015-05-01,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/05/01/20150501T1431.tiff,region-27_0-82_951-35_52-83_8,2015-05-01,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/05/02/20150502T1334.tiff,region-27_0-82_951-35_52-83_8,2015-05-02,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/05/02/20150502T0702.tiff,region-27_0-82_951-35_52-83_8,2015-05-02,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/05/03/20150503T0743.tiff,region-27_0-82_951-35_52-83_8,2015-05-03,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2015/05/03/20150503T1415.tiff,region-27_0-82_951-35_52-83_8,2015-05-03,300234060176700.0,1
region-27_0-82_951-35_52-83_8/2016/09/12/20160912T1327.tiff,region-27_0-82_951-35_52-83_8,2016-09-12,300234062788480.0,1
region-27_0-82_951-35_52-83_8/2016/09/13/20160913T0735.tiff,region-27_0-82_951-35_52-83_8,2016-09-13,300234062788480.0,1
region-27_0-82_951-35_52-83_8/2017/10/07/20171007T0832.tiff,region-27_0-82_951-35_52-83_8,2017-10-07,90095.0,1
region-27_0-82_951-35_52-83_8/2017/10/08/20171008T1228.tiff,region-27_0-82_951-35_52-83_8,2017-10-08,90095.0,1
region-27_0-82_951-35_52-83_8/2017/10/08/20171008T0735.tiff,region-27_0-82_951-35_52-83_8,2017-10-08,90095.0,1
region-27_0-82_951-35_52-83_8/2017/10/09/20171009T0816.tiff,region-27_0-82_951-35_52-83_8,2017-10-09,90095.0,1
region-27_0-82_951-35_52-83_8/2017/10/10/20171010T0718.tiff,region-27_0-82_951-35_52-83_8,2017-10-10,"300234062836680.0,90095.0",2
region-27_0-82_951-35_52-83_8/2017/10/10/20171010T1212.tiff,region-27_0-82_951-35_52-83_8,2017-10-10,"300234062836680.0,90095.0",2
region-27_0-82_951-35_52-83_8/2017/10/11/20171011T0759.tiff,region-27_0-82_951-35_52-83_8,2017-10-11,"300234062836680.0,90095.0",2
region-27_0-82_951-35_52-83_8/2017/10/12/20171012T1155.tiff,region-27_0-82_951-35_52-83_8,2017-10-12,"300234062836680.0,90095.0",2
region-27_0-82_951-35_52-83_8/2017/10/12/20171012T0839.tiff,region-27_0-82_951-35_52-83_8,2017-10-12,"300234062836680.0,90095.0",2
region-27_0-82_951-35_52-83_8/2017/10/13/20171013T0743.tiff,region-27_0-82_951-35_52-83_8,2017-10-13,"300234062836680.0,90095.0",2
region-27_0-82_951-35_52-83_8/2017/10/14/20171014T0824.tiff,region-27_0-82_951-35_52-83_8,2017-10-14,"300234062836680.0,90095.0",2
region-27_0-82_951-35_52-83_8/2017/10/15/20171015T1220.tiff,region-27_0-82_951-35_52-83_8,2017-10-15,"300234062836680.0,90095.0",2
region-27_0-82_951-35_52-83_8/2017/10/15/20171015T0727.tiff,region-27_0-82_951-35_52-83_8,2017-10-15,"300234062836680.0,90095.0",2
region-27_0-82_951-35_52-83_8/2019/04/23/20190423T0929.tiff,region-27_0-82_951-35_52-83_8,2019-04-23,52980.0,1
region-27_0-82_951-35_52-83_8/2019/04/24/20190424T0653.tiff,region-27_0-82_951-35_52-83_8,2019-04-24,52980.0,1
region-27_0-82_951-35_52-83_8/2019/04/25/20190425T0735.tiff,region-27_0-82_951-35_52-83_8,2019-04-25,52980.0,1
region-27_0-82_951-35_52-83_8/2019/04/25/20190425T1228.tiff,region-27_0-82_951-35_52-83_8,2019-04-25,52980.0,1
region-27_0-82_951-35_52-83_8/2019/04/26/20190426T0637.tiff,region-27_0-82_951-35_52-83_8,2019-04-26,52980.0,1
region-27_0-82_951-35_52-83_8/2019/04/27/20190427T1212.tiff,region-27_0-82_951-35_52-83_8,2019-04-27,52980.0,1
region-27_0-82_951-35_52-83_8/2019/04/27/20190427T0718.tiff,region-27_0-82_951-35_52-83_8,2019-04-27,52980.0,1
region-27_0-82_951-35_52-83_8/2019/04/28/20190428T0759.tiff,region-27_0-82_951-35_52-83_8,2019-04-28,52980.0,1
region-27_0-82_951-35_52-83_8/2019/04/29/20190429T0702.tiff,region-27_0-82_951-35_52-83_8,2019-04-29,52980.0,1
region-27_0-82_951-35_52-83_8/2019/04/29/20190429T1155.tiff,region-27_0-82_951-35_52-83_8,2019-04-29,52980.0,1
region-27_0-82_951-35_52-83_8/2019/05/01/20190501T0645.tiff,region-27_0-82_951-35_52-83_8,2019-05-01,52980.0,1
region-27_0-82_951-35_52-83_8/2020/04/30/20200430T0653.tiff,region-27_0-82_951-35_52-83_8,2020-04-30,300234068316210.0,1
region-27_0-82_951-35_52-83_8/2020/05/01/20200501T1228.tiff,region-27_0-82_951-35_52-83_8,2020-05-01,300234068316210.0,1
region-27_0-82_951-35_52-83_8/2020/05/01/20200501T0735.tiff,region-27_0-82_951-35_52-83_8,2020-05-01,300234068316210.0,1
region-27_0-82_951-35_52-83_8/2020/05/02/20200502T0637.tiff,region-27_0-82_951-35_52-83_8,2020-05-02,300234068316210.0,1
region-27_0-82_951-35_52-83_8/2020/05/03/20200503T0718.tiff,region-27_0-82_951-35_52-83_8,2020-05-03,300234068316210.0,1
region-27_0-82_951-35_52-83_8/2020/05/03/20200503T1212.tiff,region-27_0-82_951-35_52-83_8,2020-05-03,300234068316210.0,1
region-27_0-82_951-35_52-83_8/2020/05/04/20200504T0759.tiff,region-27_0-82_951-35_52-83_8,2020-05-04,300234068316210.0,1
region-27_0-82_951-35_52-83_8/2020/05/05/20200505T1156.tiff,region-27_0-82_951-35_52-83_8,2020-05-05,300234068316210.0,1
region-27_0-82_951-35_52-83_8/2020/05/05/20200505T0702.tiff,region-27_0-82_951-35_52-83_8,2020-05-05,300234068316210.0,1
region-27_0-82_951-35_52-83_8/2020/05/06/20200506T0743.tiff,region-27_0-82_951-35_52-83_8,2020-05-06,300234068316210.0,1
region-27_2-82_348-35_0-83_2/2014/10/06/20141006T1407.tiff,region-27_2-82_348-35_0-83_2,2014-10-06,300234011246740.0,1
region-27_2-82_348-35_0-83_2/2014/10/08/20141008T1351.tiff,region-27_2-82_348-35_0-83_2,2014-10-08,300234011246740.0,1
region-27_2-82_348-35_0-83_2/2014/10/10/20141010T1334.tiff,region-27_2-82_348-35_0-83_2,2014-10-10,300234011246740.0,1
region-27_2-82_348-35_0-83_2/2014/10/11/20141011T1415.tiff,region-27_2-82_348-35_0-83_2,2014-10-11,300234011246740.0,1
region-27_2-82_348-35_0-83_2/2014/10/13/20141013T1359.tiff,region-27_2-82_348-35_0-83_2,2014-10-13,300234011246740.0,1
